problem,run,trial,n_seen,accuracy,input,correct,predicted
waves.2.c011,3,10,1,1,"C (CONS (DIGIT 6) [])","[]","[]"
waves.2.c011,4,0,17,0,"C (CONS (DIGIT 5) (CONS (DIGIT 2) []))","[]","CONS (DIGIT 2) []"
waves.2.c011,4,1,1,1,"C (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))","[]","[]"
waves.2.c011,4,2,1,0,"C (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 6) (CONS (DIGIT 2) []))))))))","CONS (DIGIT 5) (CONS (DIGIT 6) (CONS (DIGIT 2) []))","[]"
waves.2.c011,4,3,1,1,"C (CONS (DIGIT 3) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 1) []))))))))","CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 1) []))","CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 1) []))"
waves.2.c011,4,4,1,1,"C (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))))))","CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))","CONS (DIGIT 3) (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))"
waves.2.c011,4,5,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 9) [])))","[]","[]"
waves.2.c011,4,6,1,1,"C (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 8) (CONS (DIGIT 3) []))))","[]","[]"
waves.2.c011,4,7,1,1,"C (CONS (DIGIT 3) [])","[]","[]"
waves.2.c011,4,8,1,1,"C (CONS (DIGIT 0) (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DIGIT 5) []))))","[]","[]"
waves.2.c011,4,9,1,1,"C (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 1) [])))))","[]","[]"
waves.2.c011,4,10,1,1,"C (CONS (DIGIT 6) [])","[]","[]"
waves.2.c012,0,0,17,0,"C (CONS (DIGIT 0) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 2) [])))))","CONS (DIGIT 0) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 2) [])))","CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 2) [])))"
waves.2.c012,0,1,1,1,"C (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))"
waves.2.c012,0,2,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 5) []))))","CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 5) []))","CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 5) []))"
waves.2.c012,0,3,1,1,"C (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))))","CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))","CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))"
waves.2.c012,0,4,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 0) []))))))))))","CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 0) []))))))))","CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 0) []))))))))"
waves.2.c012,0,5,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 4) []))))))","CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 4) []))))","CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 4) []))))"
waves.2.c012,0,6,1,1,"C (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DIGIT 7) (CONS (DIGIT 5) []))))))))))","CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DIGIT 7) (CONS (DIGIT 5) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DIGIT 7) (CONS (DIGIT 5) []))))))))"
waves.2.c012,0,7,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 3) [])))))","CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 3) [])))","CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 3) [])))"
waves.2.c012,0,8,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 4) (CONS (DIGIT 3) []))))))))))","CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 4) (CONS (DIGIT 3) []))))))))","CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 4) (CONS (DIGIT 3) []))))))))"
waves.2.c012,0,9,1,1,"C (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 2) []))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 2) []))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 2) []))))"
waves.2.c012,0,10,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))"
waves.2.c012,1,0,17,0,"C (CONS (DIGIT 4) (CONS (DIGIT 6) []))","CONS (DIGIT 4) []","CONS (DIGIT 6) []"
waves.2.c012,1,1,1,0,"C (CONS (DIGIT 0) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 7) [])))))","CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 7) [])))","CONS (DIGIT 0) []"
waves.2.c012,1,2,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))"
waves.2.c012,1,3,1,1,"C (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 9) (CONS (DIGIT 5) []))))))))","CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 9) (CONS (DIGIT 5) []))))))","CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 9) (CONS (DIGIT 5) []))))))"
waves.2.c012,1,4,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 5) []))))","CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 5) []))","CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 5) []))"
waves.2.c012,1,5,1,1,"C (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 2) []))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 2) []))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 2) []))))"
waves.2.c012,1,6,1,1,"C (CONS (DIGIT 7) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))))","CONS (DIGIT 7) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))","CONS (DIGIT 7) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))"
waves.2.c012,1,7,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 3) (CONS (DIGIT 7) []))))","CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 7) []))","CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 7) []))"
waves.2.c012,1,8,1,1,"C (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))))))","CONS (DIGIT 3) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))))","CONS (DIGIT 3) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))))"
waves.2.c012,1,9,1,1,"C (CONS (DIGIT 7) (CONS (DIGIT 8) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 1) []))))))","CONS (DIGIT 7) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 1) []))))","CONS (DIGIT 7) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 1) []))))"
waves.2.c012,1,10,1,1,"C (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))))))","CONS (DIGIT 9) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))))","CONS (DIGIT 9) (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 1) [])))))"
waves.2.c012,2,0,17,0,"C (CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 1) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))","CONS (DIGIT 6) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 4) [])))))"
waves.2.c012,2,1,1,0,"C (CONS (DIGIT 6) (CONS (DIGIT 8) []))","CONS (DIGIT 6) []","C (CONS (DIGIT 6) (CONS (DIGIT 8) []))"
waves.2.c012,2,2,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DIGIT 0) (CONS (DIGIT 0) []))))","CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) []))","CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) []))"
waves.2.c012,2,3,1,1,"C (CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 8) []))))))))))","CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 8) []))))))))","CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 8) []))))))))"
waves.2.c012,2,4,1,1,"C (CONS (DIGIT 2) (CONS (DIGIT 5) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 2) []))))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 2) []))))","CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 2) []))))"
waves.2.c012,2,5,1,1,"C (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))))","CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))","CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DIGIT 3) (CONS (DIGIT 3) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 1) []))))))"
waves.2.c012,2,6,1,1,"C (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 0) [])))))))","CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 0) [])))))","CONS (DIGIT 8) (CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 0) [])))))"
waves.2.c012,2,7,1,1,"C (CONS (DIGIT 9) (CONS (DIGIT 8) []))","CONS (DIGIT 9) []","CONS (DIGIT 9) []"
waves.2.c012,2,8,1,1,"C (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))"
waves.2.c012,2,9,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 8) (CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))))","CONS (DIGIT 4) (CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))","CONS (DIGIT 4) (CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 6) []))))"
waves.2.c012,2,10,1,1,"C (CONS (DIGIT 0) (CONS (DIGIT 3) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 2) [])))))","CONS (DIGIT 0) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 2) [])))","CONS (DIGIT 0) (CONS (DIGIT 6) (CONS (DIGIT 5) (CONS (DIGIT 2) [])))"
waves.2.c012,3,0,17,1,"C (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DIGIT 7) (CONS (DIGIT 5) []))))))))))","CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DIGIT 7) (CONS (DIGIT 5) []))))))))","CONS (DIGIT 7) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 1) (CONS (DIGIT 2) (CONS (DIGIT 2) (CONS (DIGIT 0) (CONS (DIGIT 7) (CONS (DIGIT 5) []))))))))"
waves.2.c012,3,1,1,0,"C (CONS (DIGIT 9) (CONS (DIGIT 6) []))","CONS (DIGIT 9) []","CONS (DIGIT 6) []"
waves.2.c012,3,2,1,1,"C (CONS (DIGIT 0) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 7) [])))))","CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 7) [])))","CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 7) [])))"
waves.2.c012,3,3,1,1,"C (CONS (DIGIT 9) (CONS (DIGIT 8) []))","CONS (DIGIT 9) []","CONS (DIGIT 9) []"
waves.2.c012,3,4,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 4) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DIGIT 0) [])))))))))","CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DIGIT 0) [])))))))","CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 7) (CONS (DIGIT 5) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 8) (CONS (DIGIT 0) [])))))))"
waves.2.c012,3,5,1,1,"C (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 8) [])))","CONS (DIGIT 6) (CONS (DIGIT 8) [])","CONS (DIGIT 6) (CONS (DIGIT 8) [])"
waves.2.c012,3,6,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 4) []))))))","CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 4) []))))","CONS (DIGIT 1) (CONS (DIGIT 8) (CONS (DIGIT 3) (CONS (DIGIT 1) (CONS (DIGIT 4) []))))"
waves.2.c012,3,7,1,1,"C (CONS (DIGIT 1) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 3) [])))))","CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 3) [])))","CONS (DIGIT 1) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 3) [])))"
waves.2.c012,3,8,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 8) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 4) (CONS (DIGIT 3) []))))))))))","CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 4) (CONS (DIGIT 3) []))))))))","CONS (DIGIT 4) (CONS (DIGIT 2) (CONS (DIGIT 1) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 4) (CONS (DIGIT 3) []))))))))"
waves.2.c012,3,9,1,1,"C (CONS (DIGIT 4) (CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 5) []))))","CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 5) []))","CONS (DIGIT 4) (CONS (DIGIT 5) (CONS (DIGIT 5) []))"
waves.2.c012,3,10,1,1,"C (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))"
waves.2.c012,4,0,17,0,"C (CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 5) []))))))))))","CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 5) []))))))))","CONS (DIGIT 3) (CONS (DIGIT 4) (CONS (DIGIT 0) (CONS (DIGIT 0) (CONS (DIGIT 4) (CONS (DIGIT 9) (CONS (DIGIT 1) (CONS (DIGIT 3) (CONS (DIGIT 5) []))))))))"
waves.2.c012,4,1,1,1,"C (CONS (DIGIT 8) (CONS (DIGIT 5) (CONS (DIGIT 9) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 5) [])))))))","CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 5) [])))))","CONS (DIGIT 8) (CONS (DIGIT 9) (CONS (DIGIT 4) (CONS (DIGIT 6) (CONS (DIGIT 4) (CONS (DIGIT 5) [])))))"
waves.2.c012,4,2,1,1,"C (CONS (DIGIT 7) (CONS (DIGIT 9) []))","CONS (DIGIT 7) []","CONS (DIGIT 7) []"
waves.2.c012,4,3,1,1,"C (CONS (DIGIT 5) (CONS (DIGIT 1) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))","CONS (DIGIT 5) (CONS (DIGIT 5) (CONS (DIGIT 0) (CONS (DIGIT 8) (CONS (DIGIT 0) (CONS (DIGIT 4) [])))))"
waves.2.c012,4,4,1,1,"C (CONS (DIGIT 9) (CONS (DIGIT 3) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 7) [])))))))))","CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 7) [])))))))","CONS (DIGIT 9) (CONS (DIGIT 7) (CONS (DIGIT 6) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 9) (CONS (DIGIT 2) (CONS (DIGIT 7) [])))))))"
waves.2.c012,4,5,1,1,"C (CONS (DIGIT 3) (CONS (DIGIT 8) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))))))","CONS (DIGIT 3) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))))","CONS (DIGIT 3) (CONS (DIGIT 4) (CONS (DIGIT 1) (CONS (DIGIT 7) (CONS (DIGIT 2) (CONS (DIGIT 5) [])))))"
waves.2.c012,4,6,1,1,"C (CONS (DIGIT 2) (CONS (DIGIT 4) (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 2) []))))))))","CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 2) []))))))","CONS (DIGIT 2) (CONS (DIGIT 3) (CONS (DIGIT 0) (CONS (DIGIT 9) (CONS (DIGIT 6) (CONS (DIGIT 8) (CONS (DIGIT 2) []))))))"
